"","X","Codigo","Size","Year","Forest","Plantation","Farming","ID","Territory","Povo","State","Municipality","Size_old","Legal_status","Identificada","Delimitada","Declarada","Year_dec","Homologada","Year_hom","Binary_hom","TI_RI_DI","Date_added_later","Tenure","Forest_perc","Farming_perc","Plantation_perc","Forest_change","Forest_change_perc"
"5051",5200,71701,7088.586661,2004,6980.323591,0,108.2630694,19,"Amba Porã","Guarani Mbyá","SP","Miracatu",7204,"Delimitada","20/10/2010","24/08/2016","",NA,"",NA,"N","TI","N",0,98.4727129,1.527287097,0,4.333041852,0.0611270209312604
"5052",5201,71701,7088.586661,2005,6981.279335,0,107.3073256,19,"Amba Porã","Guarani Mbyá","SP","Miracatu",7204,"Delimitada","20/10/2010","24/08/2016","",NA,"",NA,"N","TI","N",0,98.48619576,1.513804242,0,0.955743856,0.0134828549287309
"5053",5202,71701,7088.586661,2006,6979.133025,0,109.4536352,19,"Amba Porã","Guarani Mbyá","SP","Miracatu",7204,"Delimitada","20/10/2010","24/08/2016","",NA,"",NA,"N","TI","N",0,98.45591737,1.544082628,0,-2.146309655,-0.0302783863362858
"5054",5203,71701,7088.586661,2007,6982.205997,0,106.3806635,19,"Amba Porã","Guarani Mbyá","SP","Miracatu",7204,"Delimitada","20/10/2010","24/08/2016","",NA,"",NA,"N","TI","N",0,98.49926835,1.50073165,0,3.072971694,0.0433509787064731
"5055",5204,71701,7088.586661,2008,6979.376971,0,109.2096899,19,"Amba Porã","Guarani Mbyá","SP","Miracatu",7204,"Delimitada","20/10/2010","24/08/2016","",NA,"",NA,"N","TI","N",0,98.45935875,1.540641247,0,-2.829026407,-0.0399095975304181
"5056",5205,71701,7088.586661,2009,6974.471296,0,114.1153644,19,"Amba Porã","Guarani Mbyá","SP","Miracatu",7204,"Delimitada","20/10/2010","24/08/2016","",NA,"",NA,"N","TI","N",0,98.3901535,1.609846502,0,-4.9056745,-0.0692052553577436
"5057",5206,71701,7088.586661,2010,6988.040475,0,100.5461855,19,"Amba Porã","Guarani Mbyá","SP","Miracatu",7204,"Delimitada","20/10/2010","24/08/2016","",NA,"",NA,"N","TI","N",0,98.58157641,1.418423592,0,13.5691789,0.191422910502808
"5058",5207,71701,7088.586661,2011,6996.841704,0,91.744957,19,"Amba Porã","Guarani Mbyá","SP","Miracatu",7204,"Delimitada","20/10/2010","24/08/2016","",NA,"",NA,"N","TI","N",0,98.70573696,1.294263037,0,8.801228524,0.12416055477494
"5059",5208,71701,7088.586661,2012,6992.999045,0,95.58761565,19,"Amba Porã","Guarani Mbyá","SP","Miracatu",7204,"Delimitada","20/10/2010","24/08/2016","",NA,"",NA,"N","TI","N",0,98.65152787,1.348472132,0,-3.842658655,-0.054209094686555
"5060",5209,71701,7088.586661,2013,6989.519173,0,99.06748807,19,"Amba Porã","Guarani Mbyá","SP","Miracatu",7204,"Delimitada","20/10/2010","24/08/2016","",NA,"",NA,"N","TI","N",0,98.60243667,1.397563334,0,-3.47987241,-0.049091202187674
"5061",5210,71701,7088.586661,2014,6990.627921,0,97.9587397,19,"Amba Porã","Guarani Mbyá","SP","Miracatu",7204,"Delimitada","20/10/2010","24/08/2016","",NA,"",NA,"N","TI","N",0,98.61807798,1.381922016,0,1.108748368,0.0156413178116325
"5062",5211,71701,7088.586661,2015,6990.382829,0,98.20383207,19,"Amba Porã","Guarani Mbyá","SP","Miracatu",7204,"Delimitada","20/10/2010","24/08/2016","",NA,"",NA,"N","TI","N",0,98.61462042,1.385379579,0,-0.245092371,-0.00345756330170088
"5063",5212,71701,7088.586661,2016,6990.709814,0,97.87684692,19,"Amba Porã","Guarani Mbyá","SP","Miracatu",7204,"Delimitada","20/10/2010","24/08/2016","",NA,"",NA,"N","TI","N",0,98.61923326,1.38076674,0,0.32698515,0.00461283984576231
"5064",5213,71701,7088.586661,2017,6990.222327,0,98.36433339,19,"Amba Porã","Guarani Mbyá","SP","Miracatu",7204,"Delimitada","20/10/2010","24/08/2016","",NA,"",NA,"N","TI","N",0,98.6123562,1.387643801,0,-0.487486476,-0.00687706166706057
"5065",5214,71701,7088.586661,2018,6989.67306,0,98.91360094,19,"Amba Porã","Guarani Mbyá","SP","Miracatu",7204,"Delimitada","20/10/2010","24/08/2016","",NA,"",NA,"N","TI","N",0,98.60460758,1.39539242,0,-0.549267546,-0.00774861862128259
"5066",5215,71701,7088.586661,2019,6989.121705,0,99.46495561,19,"Amba Porã","Guarani Mbyá","SP","Miracatu",7204,"Delimitada","20/10/2010","24/08/2016","",NA,"",NA,"N","TI","N",0,98.59682952,1.403170482,0,-0.551354675,-0.00777806213519889
"5067",5217,71801,6146.530098,1986,6017.346473,0,129.1836255,488,"Peguaoty","Guarani Mbyá","SP","Sete Barras",6230,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,97.89826742,2.101732578,0,-3.046766465,-0.0495688854755853
"5068",5218,71801,6146.530098,1987,6033.33728,0,113.1928177,488,"Peguaoty","Guarani Mbyá","SP","Sete Barras",6230,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.15842734,1.841572659,0,15.99080776,0.260159919581346
"5069",5219,71801,6146.530098,1988,6062.331415,0,84.19868313,488,"Peguaoty","Guarani Mbyá","SP","Sete Barras",6230,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.63014283,1.369857168,0,28.99413461,0.471715490654383
"5070",5220,71801,6146.530098,1989,6066.894548,0,79.63555011,488,"Peguaoty","Guarani Mbyá","SP","Sete Barras",6230,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.704382,1.295617996,0,4.563133024,0.074239171552821
"5071",5221,71801,6146.530098,1990,6069.007363,0,77.52273528,488,"Peguaoty","Guarani Mbyá","SP","Sete Barras",6230,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.73875611,1.26124389,0,2.112814827,0.0343741069076922
"5072",5222,71801,6146.530098,1991,6071.65881,0,74.87128837,488,"Peguaoty","Guarani Mbyá","SP","Sete Barras",6230,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.78189341,1.218106593,0,2.651446918,0.0431372965840149
"5073",5223,71801,6146.530098,1992,6067.738669,0,78.79142899,488,"Peguaoty","Guarani Mbyá","SP","Sete Barras",6230,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.7181153,1.281884701,0,-3.92014063,-0.063778108420482
"5074",5224,71801,6146.530098,1993,6066.739982,0,79.79011653,488,"Peguaoty","Guarani Mbyá","SP","Sete Barras",6230,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.70186731,1.29813269,0,-0.998687536,-0.0162479890292079
"5075",5225,71801,6146.530098,1994,6054.855083,0,91.67501522,488,"Peguaoty","Guarani Mbyá","SP","Sete Barras",6230,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.50850783,1.491492171,0,-11.88489869,-0.193359480886089
"5076",5226,71801,6146.530098,1995,6048.319168,0,98.21092979,488,"Peguaoty","Guarani Mbyá","SP","Sete Barras",6230,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.4021728,1.5978272,0,-6.535914562,-0.106335028996713
"5077",5227,71801,6146.530098,1996,6040.104863,0,106.4252356,488,"Peguaoty","Guarani Mbyá","SP","Sete Barras",6230,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.26853145,1.73146855,0,-8.214305805,-0.133641350063068
"5078",5228,71801,6146.530098,1997,6038.117209,0,108.4128895,488,"Peguaoty","Guarani Mbyá","SP","Sete Barras",6230,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.23619363,1.763806372,0,-1.987653948,-0.0323378217678745
"5079",5229,71801,6146.530098,1998,6048.574533,0,97.95556571,488,"Peguaoty","Guarani Mbyá","SP","Sete Barras",6230,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.40632741,1.593672595,0,10.45732382,0.170133777159941
"5080",5230,71801,6146.530098,1999,6048.926483,0,97.60361539,488,"Peguaoty","Guarani Mbyá","SP","Sete Barras",6230,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.41205341,1.587946595,0,0.351950322,0.00572600013972957
"5081",5231,71801,6146.530098,2000,6048.488873,0,98.04122539,488,"Peguaoty","Guarani Mbyá","SP","Sete Barras",6230,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.40493378,1.595066222,0,-0.437609999,-0.00711962671658262
"5082",5232,71801,6146.530098,2001,6044.188152,0,102.3419459,488,"Peguaoty","Guarani Mbyá","SP","Sete Barras",6230,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.33496389,1.665036113,0,-4.300720468,-0.0699698919460168
"5083",5233,71801,6146.530098,2002,6044.693213,0,101.8368854,488,"Peguaoty","Guarani Mbyá","SP","Sete Barras",6230,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.34318089,1.656819112,0,0.505060488,0.00821700178714394
"5084",5234,71801,6146.530098,2003,6041.531885,0,104.9982129,488,"Peguaoty","Guarani Mbyá","SP","Sete Barras",6230,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.29174817,1.708251831,0,-3.161327575,-0.0514327193488999
"5085",5235,71801,6146.530098,2004,6037.339634,0,109.1904645,488,"Peguaoty","Guarani Mbyá","SP","Sete Barras",6230,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.223543,1.776457004,0,-4.192251506,-0.0682051733117536
"5086",5236,71801,6146.530098,2005,6040.047128,0,106.4829698,488,"Peguaoty","Guarani Mbyá","SP","Sete Barras",6230,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.26759215,1.732407849,0,2.707494613,0.0440491556997497
"5087",5237,71801,6146.530098,2006,6043.91719,0,102.612908,488,"Peguaoty","Guarani Mbyá","SP","Sete Barras",6230,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.33055551,1.669444489,0,3.870061868,0.0629633599168296
"5088",5238,71801,6146.530098,2007,6046.887201,0,99.64289756,488,"Peguaoty","Guarani Mbyá","SP","Sete Barras",6230,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.37887563,1.621124374,0,2.970010414,0.0483201150347641
"5089",5239,71801,6146.530098,2008,6048.44723,0,98.08286867,488,"Peguaoty","Guarani Mbyá","SP","Sete Barras",6230,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.40425627,1.59574373,0,1.560028893,0.0253806435196276
"5090",5240,71801,6146.530098,2009,6049.880711,0,96.64938683,488,"Peguaoty","Guarani Mbyá","SP","Sete Barras",6230,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.42757808,1.572421924,0,1.433481836,0.0233218061759176
"5091",5241,71801,6146.530098,2010,6041.67994,0,104.8501579,488,"Peguaoty","Guarani Mbyá","SP","Sete Barras",6230,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.29415693,1.705843073,0,-8.20077109,-0.133421149156472
"5092",5242,71801,6146.530098,2011,6039.535559,0,106.9945395,488,"Peguaoty","Guarani Mbyá","SP","Sete Barras",6230,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.25926925,1.740730751,0,-2.144381621,-0.0348876778736958
"5093",5243,71801,6146.530098,2012,6038.996918,0,107.5331804,488,"Peguaoty","Guarani Mbyá","SP","Sete Barras",6230,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.25050592,1.749494083,0,-0.53864082,-0.00876333169140857
"5094",5244,71801,6146.530098,2013,6039.253533,0,107.2765652,488,"Peguaoty","Guarani Mbyá","SP","Sete Barras",6230,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.25468088,1.745319123,0,0.256615134,0.00417495936582982
"5095",5245,71801,6146.530098,2014,6039.492301,0,107.0377969,488,"Peguaoty","Guarani Mbyá","SP","Sete Barras",6230,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.25856548,1.741434519,0,0.238768361,0.00388460411310264
"5096",5246,71801,6146.530098,2015,6041.259418,0,105.2706797,488,"Peguaoty","Guarani Mbyá","SP","Sete Barras",6230,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.28731531,1.712684686,0,1.76711713,0.028749832862203
"5097",5247,71801,6146.530098,2016,6041.259411,0,105.2706872,488,"Peguaoty","Guarani Mbyá","SP","Sete Barras",6230,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.28731519,1.712684808,0,-7.44629e-06,-1.21146238304811e-07
"5098",5248,71801,6146.530098,2017,6044.265209,0,102.2648892,488,"Peguaoty","Guarani Mbyá","SP","Sete Barras",6230,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.33621755,1.663782453,0,3.005797954,0.0489023547607462
"5099",5249,71801,6146.530098,2018,6044.837159,0,101.692939,488,"Peguaoty","Guarani Mbyá","SP","Sete Barras",6230,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.3455228,1.654477199,0,0.571950201,0.00930525340120119
"5100",5250,71801,6146.530098,2019,6045.08229,0,101.4478081,488,"Peguaoty","Guarani Mbyá","SP","Sete Barras",6230,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.34951092,1.65048908,0,0.245130927,0.0039881188750668
"5101",5252,71901,5657.021915,1986,5592.937027,0,50.58369908,456,"Pakurity (Ilha do Cardoso)","Guarani Mbyá","SP","Cananéia",5730,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.8671621,0.894175413,0,-2.440512284,-0.0431412909596268
"5102",5253,71901,5657.021915,1987,5592.664325,0,51.12543559,456,"Pakurity (Ilha do Cardoso)","Guarani Mbyá","SP","Cananéia",5730,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.86234151,0.903751768,0,-0.272701537,-0.0048205847722971
"5103",5254,71901,5657.021915,1988,5591.845593,0,51.61201808,456,"Pakurity (Ilha do Cardoso)","Guarani Mbyá","SP","Cananéia",5730,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.84786866,0.912353158,0,-0.818732789,-0.014472858710854
"5104",5255,71901,5657.021915,1989,5581.102178,0,60.33418441,456,"Pakurity (Ilha do Cardoso)","Guarani Mbyá","SP","Cananéia",5730,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.65795575,1.066536162,0,-10.74341492,-0.189912909679792
"5105",5256,71901,5657.021915,1990,5597.045049,0,45.99825483,456,"Pakurity (Ilha do Cardoso)","Guarani Mbyá","SP","Cananéia",5730,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.9397802,0.813117848,0,15.94287098,0.281824451443724
"5106",5257,71901,5657.021915,1991,5602.040947,0,42.18167389,456,"Pakurity (Ilha do Cardoso)","Guarani Mbyá","SP","Cananéia",5730,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,99.02809343,0.745651591,0,4.9958989,0.0883132322106269
"5107",5258,71901,5657.021915,1992,5598.278199,0,44.21118399,456,"Pakurity (Ilha do Cardoso)","Guarani Mbyá","SP","Cananéia",5730,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.96157878,0.781527536,0,-3.762748452,-0.0665146522063633
"5108",5259,71901,5657.021915,1993,5598.387372,0,44.91202345,456,"Pakurity (Ilha do Cardoso)","Guarani Mbyá","SP","Cananéia",5730,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.96350865,0.793916377,0,0.109173448,0.00192987493491087
"5109",5260,71901,5657.021915,1994,5598.006489,0,45.33010217,456,"Pakurity (Ilha do Cardoso)","Guarani Mbyá","SP","Cananéia",5730,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.95677572,0.801306816,0,-0.380883249,-0.00673292864554865
"5110",5261,71901,5657.021915,1995,5600.182921,0,43.08583986,456,"Pakurity (Ilha do Cardoso)","Guarani Mbyá","SP","Cananéia",5730,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.99524883,0.761634664,0,2.176432221,0.0384731092384322
"5111",5262,71901,5657.021915,1996,5599.807889,0,44.46596318,456,"Pakurity (Ilha do Cardoso)","Guarani Mbyá","SP","Cananéia",5730,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.98861932,0.786031305,0,-0.375032828,-0.00662950990176604
"5112",5263,71901,5657.021915,1997,5598.811605,0,45.8396399,456,"Pakurity (Ilha do Cardoso)","Guarani Mbyá","SP","Cananéia",5730,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.97100788,0.810313988,0,-0.996283431,-0.0176114472591715
"5113",5264,71901,5657.021915,1998,5596.835921,0.730896069,46.48727372,456,"Pakurity (Ilha do Cardoso)","Guarani Mbyá","SP","Cananéia",5730,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.93608342,0.821762306,0.012920156,-1.975684272,-0.0349244585169686
"5114",5265,71901,5657.021915,1999,5605.450288,1.055739557,37.95347377,456,"Pakurity (Ilha do Cardoso)","Guarani Mbyá","SP","Cananéia",5730,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,99.08836084,0.670909082,0.018662462,8.61436744,0.152277427406784
"5115",5266,71901,5657.021915,2000,5602.823216,2.649076797,39.99675623,456,"Pakurity (Ilha do Cardoso)","Guarani Mbyá","SP","Cananéia",5730,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,99.0419217,0.707028483,0.046828116,-2.62707241,-0.0464391414683073
"5116",5267,71901,5657.021915,2001,5603.553968,2.436121252,38.69783873,456,"Pakurity (Ilha do Cardoso)","Guarani Mbyá","SP","Cananéia",5730,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,99.05483931,0.684067329,0.04306367,0.730752011,0.0129176096889842
"5117",5268,71901,5657.021915,2002,5603.087461,0.730896069,41.05102208,456,"Pakurity (Ilha do Cardoso)","Guarani Mbyá","SP","Cananéia",5730,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,99.04659279,0.725664894,0.012920156,-0.466507337,-0.00824651811517686
"5118",5269,71901,5657.021915,2003,5605.138646,0,39.5088629,456,"Pakurity (Ilha do Cardoso)","Guarani Mbyá","SP","Cananéia",5730,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,99.0828519,0.698403922,0,2.051185334,0.0362591017821786
"5119",5270,71901,5657.021915,2004,5605.3559,0,39.10259148,456,"Pakurity (Ilha do Cardoso)","Guarani Mbyá","SP","Cananéia",5730,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,99.08669232,0.691222203,0,0.217253744,0.00384042606276522
"5120",5271,71901,5657.021915,2005,5606.999474,0,37.32269998,456,"Pakurity (Ilha do Cardoso)","Guarani Mbyá","SP","Cananéia",5730,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,99.11574602,0.659758801,0,1.643574208,0.0290537005635765
"5121",5272,71901,5657.021915,2006,5608.979564,0.568043732,34.71817888,456,"Pakurity (Ilha do Cardoso)","Guarani Mbyá","SP","Cananéia",5730,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,99.15074836,0.613718303,0.010041392,1.980090096,0.0350023409092627
"5122",5273,71901,5657.021915,2007,5610.018622,0.649192938,33.66260335,456,"Pakurity (Ilha do Cardoso)","Guarani Mbyá","SP","Cananéia",5730,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,99.16911594,0.59505874,0.011475878,1.039057888,0.0183675775631143
"5123",5274,71901,5657.021915,2008,5612.24548,0,33.93064824,456,"Pakurity (Ilha do Cardoso)","Guarani Mbyá","SP","Cananéia",5730,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,99.20848044,0.599797009,0,2.226858155,0.0393644958152862
"5124",5275,71901,5657.021915,2009,5610.472329,0,36.22042465,456,"Pakurity (Ilha do Cardoso)","Guarani Mbyá","SP","Cananéia",5730,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,99.17713618,0.64027372,0,-1.773151236,-0.0313442525527144
"5125",5276,71901,5657.021915,2010,5605.587299,0,40.40181862,456,"Pakurity (Ilha do Cardoso)","Guarani Mbyá","SP","Cananéia",5730,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,99.09078281,0.71418883,0,-4.885029342,-0.0863533748923085
"5126",5277,71901,5657.021915,2011,5608.323422,0,38.35798763,456,"Pakurity (Ilha do Cardoso)","Guarani Mbyá","SP","Cananéia",5730,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,99.13914965,0.678059732,0,2.736122821,0.0483668414602562
"5127",5278,71901,5657.021915,2012,5607.753254,0,37.38400569,456,"Pakurity (Ilha do Cardoso)","Guarani Mbyá","SP","Cananéia",5730,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,99.12907071,0.660842511,0,-0.570167909,-0.0100789411384135
"5128",5279,71901,5657.021915,2013,5602.153777,0,42.32933025,456,"Pakurity (Ilha do Cardoso)","Guarani Mbyá","SP","Cananéia",5730,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,99.03008793,0.748261734,0,-5.599477332,-0.0989827760283654
"5129",5280,71901,5657.021915,2014,5596.504796,0,47.68609697,456,"Pakurity (Ilha do Cardoso)","Guarani Mbyá","SP","Cananéia",5730,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,98.93023008,0.842954079,0,-5.648980766,-0.0998578554384122
"5130",5281,71901,5657.021915,2015,5603.336479,0,41.57324664,456,"Pakurity (Ilha do Cardoso)","Guarani Mbyá","SP","Cananéia",5730,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,99.05099472,0.734896334,0,6.831682464,0.120764645544068
"5131",5282,71901,5657.021915,2016,5604.79816,0,41.48665072,456,"Pakurity (Ilha do Cardoso)","Guarani Mbyá","SP","Cananéia",5730,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,99.07683308,0.733365565,0,1.461681203,0.0258383514323013
"5132",5283,71901,5657.021915,2017,5603.583421,0,42.70254707,456,"Pakurity (Ilha do Cardoso)","Guarani Mbyá","SP","Cananéia",5730,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,99.05535995,0.754859142,0,-1.214739393,-0.0214731251045542
"5133",5284,71901,5657.021915,2018,5603.938827,0,42.45934568,456,"Pakurity (Ilha do Cardoso)","Guarani Mbyá","SP","Cananéia",5730,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,99.06164252,0.750560035,0,0.355406489,0.0062825722498549
"5134",5285,71901,5657.021915,2019,5605.313464,0,40.78447439,456,"Pakurity (Ilha do Cardoso)","Guarani Mbyá","SP","Cananéia",5730,"Delimitada","20/10/2010","12/5/16","",NA,"",NA,"N","TI","N",0,99.08594218,0.720953092,0,1.374636919,0.0242996569512141
"5135",5287,72001,1963.224832,1986,1836.375637,0,122.8978172,289,"Ka'aguy Hovy (Vale do Ribeira II)
","Guarani","SP","Iguape, Pariquera-Açu",1950,"Delimitada","20/10/2010","25/04/2017","",NA,"",NA,"N","TI","N",0,93.53873317,6.259997079,0,-1.594561145,-0.0812215248609895
"5136",5288,72001,1963.224832,1987,1829.180394,0,130.0729721,289,"Ka'aguy Hovy (Vale do Ribeira II)
","Guarani","SP","Iguape, Pariquera-Açu",1950,"Delimitada","20/10/2010","25/04/2017","",NA,"",NA,"N","TI","N",0,93.17223195,6.625475086,0,-7.195242881,-0.366501215944278
"5137",5289,72001,1963.224832,1988,1819.101391,0,140.2334199,289,"Ka'aguy Hovy (Vale do Ribeira II)
","Guarani","SP","Iguape, Pariquera-Açu",1950,"Delimitada","20/10/2010","25/04/2017","",NA,"",NA,"N","TI","N",0,92.65884178,7.143013761,0,-10.07900334,-0.513390171910784
"5138",5290,72001,1963.224832,1989,1828.437881,0,131.0176133,289,"Ka'aguy Hovy (Vale do Ribeira II)
","Guarani","SP","Iguape, Pariquera-Açu",1950,"Delimitada","20/10/2010","25/04/2017","",NA,"",NA,"N","TI","N",0,93.13441082,6.673591898,0,9.336489492,0.475569040275872
"5139",5291,72001,1963.224832,1990,1839.061828,0,120.0302921,289,"Ka'aguy Hovy (Vale do Ribeira II)
","Guarani","SP","Iguape, Pariquera-Açu",1950,"Delimitada","20/10/2010","25/04/2017","",NA,"",NA,"N","TI","N",0,93.67555857,6.113935102,0,10.62394692,0.541147745629167
"5140",5292,72001,1963.224832,1991,1836.154972,0,122.9393828,289,"Ka'aguy Hovy (Vale do Ribeira II)
","Guarani","SP","Iguape, Pariquera-Açu",1950,"Delimitada","20/10/2010","25/04/2017","",NA,"",NA,"N","TI","N",0,93.52749322,6.262114291,0,-2.906855657,-0.148065346852744
"5141",5293,72001,1963.224832,1992,1833.853838,0,125.6812166,289,"Ka'aguy Hovy (Vale do Ribeira II)
","Guarani","SP","Iguape, Pariquera-Açu",1950,"Delimitada","20/10/2010","25/04/2017","",NA,"",NA,"N","TI","N",0,93.41028127,6.401773988,0,-2.301133993,-0.117211944118278
"5142",5294,72001,1963.224832,1993,1836.871452,0,122.7063857,289,"Ka'aguy Hovy (Vale do Ribeira II)
","Guarani","SP","Iguape, Pariquera-Açu",1950,"Delimitada","20/10/2010","25/04/2017","",NA,"",NA,"N","TI","N",0,93.56398827,6.25024621,0,3.017613846,0.153706992536655
"5143",5295,72001,1963.224832,1994,1840.114041,0,118.9810149,289,"Ka'aguy Hovy (Vale do Ribeira II)
","Guarani","SP","Iguape, Pariquera-Açu",1950,"Delimitada","20/10/2010","25/04/2017","",NA,"",NA,"N","TI","N",0,93.72915473,6.060488487,0,3.242589025,0.165166463471057
"5144",5296,72001,1963.224832,1995,1836.260997,0,123.8238658,289,"Ka'aguy Hovy (Vale do Ribeira II)
","Guarani","SP","Iguape, Pariquera-Açu",1950,"Delimitada","20/10/2010","25/04/2017","",NA,"",NA,"N","TI","N",0,93.53289375,6.307166847,0,-3.853044216,-0.196260975981787
"5145",5297,72001,1963.224832,1996,1826.479836,0,133.7180535,289,"Ka'aguy Hovy (Vale do Ribeira II)
","Guarani","SP","Iguape, Pariquera-Açu",1950,"Delimitada","20/10/2010","25/04/2017","",NA,"",NA,"N","TI","N",0,93.03467466,6.811143143,0,-9.781161044,-0.498219097709538
"5146",5298,72001,1963.224832,1997,1813.983567,0,145.8422798,289,"Ka'aguy Hovy (Vale do Ribeira II)
","Guarani","SP","Iguape, Pariquera-Açu",1950,"Delimitada","20/10/2010","25/04/2017","",NA,"",NA,"N","TI","N",0,92.39815721,7.428710019,0,-12.49626861,-0.636517448552729
"5147",5299,72001,1963.224832,1998,1804.28006,0,155.3828997,289,"Ka'aguy Hovy (Vale do Ribeira II)
","Guarani","SP","Iguape, Pariquera-Açu",1950,"Delimitada","20/10/2010","25/04/2017","",NA,"",NA,"N","TI","N",0,91.90389356,7.914676769,0,-9.703506756,-0.494263652223405
